"id","puzzle_id","team_id","guess","is_correct","submit_time"
"111","triple-threat","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","SALTER","true","2024-11-24 17:19:38.668+00"
"112","who-am-i","5d1374d2-9cc5-48eb-84b2-e183488edff2","CENTRALEXECUTIVECOMMITTEEOFTHESOVIETUNION","true","2024-11-24 17:19:38.884+00"
"113","carberry","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","EUTERPE","false","2024-11-24 17:19:45.198+00"
"114","triple-threat","661c4350-08eb-4b82-be93-57bd32e2494d","SALTER","true","2024-11-24 17:20:17.04+00"
"115","triple-threat","ef89da7c-7ed4-4521-90f0-54316da2121c","SALTER","true","2024-11-24 17:20:25.764+00"
"116","redacted","0495847e-de9c-4c6f-85c2-368cffee3e05","PARAGRAPHICALLY","true","2024-11-24 17:22:12.181+00"
"117","triple-threat","582393c6-a263-4da2-ba03-91905e02c8d6","SALTER","true","2024-11-24 17:22:41.134+00"
"118","carberry","1b35f8d7-e362-4060-8376-e76a7c92b671","HECTOR","true","2024-11-24 17:26:07.704+00"
"119","bould-idea","1b35f8d7-e362-4060-8376-e76a7c92b671","CLOVER","true","2024-11-24 17:26:21.165+00"
"120","who-am-i","1b35f8d7-e362-4060-8376-e76a7c92b671","CENTRALEXECUTIVECOMMITTEEOFTHESOVIETUNION","true","2024-11-24 17:26:36.08+00"
"121","shiritori","1b35f8d7-e362-4060-8376-e76a7c92b671","CENT","true","2024-11-24 17:27:14.491+00"
"122","carberry","476d8e6a-3767-4ac0-ac45-b29c0088de75","ACHILLES","false","2024-11-24 17:27:17.853+00"
"123","carberry","476d8e6a-3767-4ac0-ac45-b29c0088de75","HECTOR","true","2024-11-24 17:27:23.921+00"
"124","carberry","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","AJAX","false","2024-11-24 17:27:29.355+00"
"125","carberry","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","ACHILLES","false","2024-11-24 17:27:33.394+00"
"126","carberry","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","HECTOR","true","2024-11-24 17:28:15.158+00"
"127","public-eye-exam","1b35f8d7-e362-4060-8376-e76a7c92b671","PEEKPERFORMANCE","true","2024-11-24 17:28:45.255+00"
"128","triple-threat","476d8e6a-3767-4ac0-ac45-b29c0088de75","SALTER","true","2024-11-24 17:28:51.318+00"
"129","prada","1b35f8d7-e362-4060-8376-e76a7c92b671","DEVILSBEDPOST","true","2024-11-24 17:30:27.376+00"
"130","carberry-2","1b35f8d7-e362-4060-8376-e76a7c92b671","HELENOFTROY","true","2024-11-24 17:30:50.04+00"
"131","prefix","1b35f8d7-e362-4060-8376-e76a7c92b671","GUINNESS","false","2024-11-24 17:30:56.849+00"
"132","carberry","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","HECTOR","true","2024-11-24 17:31:27.829+00"
"133","triple-threat","1b35f8d7-e362-4060-8376-e76a7c92b671","SALTER","true","2024-11-24 17:32:17.329+00"
"134","redacted","1b35f8d7-e362-4060-8376-e76a7c92b671","PARAGRAPHICALLY","true","2024-11-24 17:32:47.798+00"
"135","carberry","36902569-f40b-420b-a823-c7be4fea7550","ACHILLES","false","2024-11-24 17:33:31.483+00"
"136","triple-threat","a619c0cb-9cba-4e9d-8b6a-a3b94db1b638","SALTER","true","2024-11-24 17:34:29.141+00"
"137","spindle-choreography","2c7ad469-1988-42b0-8c2d-88abad1ff196","MANIFOLD","false","2024-11-24 17:35:10.48+00"
"138","bould-idea","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","CLOSED","false","2024-11-24 17:35:30.092+00"
"139","carberry","582393c6-a263-4da2-ba03-91905e02c8d6","LAURACARBERRY","false","2024-11-24 17:35:30.507+00"
"140","prefix","a29306bd-fd6a-49c7-bb90-45a15abc7117","PLUM","true","2024-11-24 17:35:39.161+00"
"141","alice","a29306bd-fd6a-49c7-bb90-45a15abc7117","SCRYMEARIVER","true","2024-11-24 17:35:54.993+00"
"142","redacted","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","PARAGRAPHICALLY","true","2024-11-24 17:35:59.948+00"
"143","bould-idea","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","CLONED","false","2024-11-24 17:37:06.986+00"
"144","record-time","1b35f8d7-e362-4060-8376-e76a7c92b671","GUINNESS","true","2024-11-24 17:37:25.947+00"
"145","carberry","36902569-f40b-420b-a823-c7be4fea7550","ARES","false","2024-11-24 17:37:32.323+00"
"146","bould-idea","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","CLAWED","false","2024-11-24 17:38:01.867+00"
"147","bould-idea","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","CLOSER","false","2024-11-24 17:39:51.418+00"
"148","bould-idea","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","CLOVER","true","2024-11-24 17:39:53.65+00"
"149","objections","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","LET","false","2024-11-24 17:40:25.548+00"
"150","carberry","fee3c434-034b-4f1d-8da0-c3a686c74cec","HECTOR","true","2024-11-24 17:40:35.12+00"
"151","prefix","1b35f8d7-e362-4060-8376-e76a7c92b671","PLUM","true","2024-11-24 17:40:39.664+00"
"152","bould-idea","fee3c434-034b-4f1d-8da0-c3a686c74cec","CLOVER","true","2024-11-24 17:40:41.403+00"
"153","alice","1b35f8d7-e362-4060-8376-e76a7c92b671","SCRYMEARIVER","true","2024-11-24 17:40:50.316+00"
"154","who-am-i","fee3c434-034b-4f1d-8da0-c3a686c74cec","CENTRALCOMMITTEEOFTHECOMMUNISTPARTYOFTHESOVIETUNION","false","2024-11-24 17:41:03.869+00"
"155","maize-maze","1b35f8d7-e362-4060-8376-e76a7c92b671","ASBESTOSPOSSIBLE","true","2024-11-24 17:41:15.917+00"
"156","math","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","HORSE","true","2024-11-24 17:41:19.318+00"
"157","triple-threat","36902569-f40b-420b-a823-c7be4fea7550","SECRETARIATTH","false","2024-11-24 17:41:22.699+00"
"159","who-am-i","fee3c434-034b-4f1d-8da0-c3a686c74cec","CENTRALEXECUTIVECOMMITTEEOFTHECOMMUNISTPARTYOFTHESOVIETUNION","false","2024-11-24 17:41:38.292+00"
"160","who-am-i","fee3c434-034b-4f1d-8da0-c3a686c74cec","CENTRALEXECUTIVECOMMITTEEOFTHESOVIETUNION","true","2024-11-24 17:41:53.349+00"
"161","objections","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","LIT","false","2024-11-24 17:42:03.285+00"
"162","triple-threat","fee3c434-034b-4f1d-8da0-c3a686c74cec","SALTER","true","2024-11-24 17:42:09.36+00"
"163","objections","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","LOT","false","2024-11-24 17:42:13.792+00"
"164","math","fee3c434-034b-4f1d-8da0-c3a686c74cec","HORSE","true","2024-11-24 17:42:14.959+00"
"165","flag-code","fee3c434-034b-4f1d-8da0-c3a686c74cec","WAVER","true","2024-11-24 17:42:20.806+00"
"166","shiritori","fee3c434-034b-4f1d-8da0-c3a686c74cec","CENT","true","2024-11-24 17:42:26.045+00"
"167","redacted","fee3c434-034b-4f1d-8da0-c3a686c74cec","PARAGRAPHICALLY","true","2024-11-24 17:42:36.969+00"
"168","bloodsuckers","1b35f8d7-e362-4060-8376-e76a7c92b671","GARLIC","true","2024-11-24 17:42:45.779+00"
"169","gate-lock","1b35f8d7-e362-4060-8376-e76a7c92b671","ESCKEY","true","2024-11-24 17:42:55.296+00"
"170","who-am-i","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","CENTRALEXECUTIVECOMMITTEEOFTHESOVIETUNION","true","2024-11-24 17:43:00.691+00"
"171","carberry","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","PSYCHOCERAMICS","false","2024-11-24 17:43:03.259+00"
"172","objections","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","ART","false","2024-11-24 17:43:15.863+00"
"173","spindle-choreography","2c7ad469-1988-42b0-8c2d-88abad1ff196","GEOMETRY","false","2024-11-24 17:43:27.836+00"
"174","objections","fee3c434-034b-4f1d-8da0-c3a686c74cec","BUT","true","2024-11-24 17:43:28.362+00"
"175","spindle-choreography","fee3c434-034b-4f1d-8da0-c3a686c74cec","CALCULUS","true","2024-11-24 17:43:34.622+00"
"176","prefix","fee3c434-034b-4f1d-8da0-c3a686c74cec","PLUM","true","2024-11-24 17:43:40.665+00"
"177","record-time","fee3c434-034b-4f1d-8da0-c3a686c74cec","GUINNESS","true","2024-11-24 17:43:46.058+00"
"178","prada","fee3c434-034b-4f1d-8da0-c3a686c74cec","DEVILSBEDPOST","true","2024-11-24 17:44:56.918+00"
"179","carberry","661c4350-08eb-4b82-be93-57bd32e2494d","HECTOR","true","2024-11-24 17:45:17.473+00"
"180","carberry","36902569-f40b-420b-a823-c7be4fea7550","ANDROMACHE","false","2024-11-24 17:45:26.87+00"
"181","carberry","36902569-f40b-420b-a823-c7be4fea7550","THESEUS","false","2024-11-24 17:45:30.441+00"
"182","carberry","582393c6-a263-4da2-ba03-91905e02c8d6","HERCULES","false","2024-11-24 17:46:35.947+00"
"183","carberry","582393c6-a263-4da2-ba03-91905e02c8d6","ACHILLES","false","2024-11-24 17:46:40.585+00"
"184","carberry","0495847e-de9c-4c6f-85c2-368cffee3e05","ACHILLES","false","2024-11-24 17:47:55.24+00"
"185","carberry","0495847e-de9c-4c6f-85c2-368cffee3e05","HEKTOR","false","2024-11-24 17:47:58.831+00"
"186","carberry","0495847e-de9c-4c6f-85c2-368cffee3e05","HECTOR","true","2024-11-24 17:48:57.135+00"
"187","spindle-choreography","2c7ad469-1988-42b0-8c2d-88abad1ff196","CALCULUS","true","2024-11-24 17:49:14.33+00"
"188","objections","0495847e-de9c-4c6f-85c2-368cffee3e05","LES","false","2024-11-24 17:49:20.854+00"
"189","carberry","36902569-f40b-420b-a823-c7be4fea7550","HECTOR","true","2024-11-24 17:49:38.253+00"
"190","carberry","0495847e-de9c-4c6f-85c2-368cffee3e05","EOS","false","2024-11-24 17:50:25.483+00"
"191","flag-code","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","FIJAD","false","2024-11-24 17:50:44.301+00"
"192","flag-code","1b35f8d7-e362-4060-8376-e76a7c92b671","WAVER","true","2024-11-24 17:50:53.742+00"
"193","objections","1b35f8d7-e362-4060-8376-e76a7c92b671","BUT","true","2024-11-24 17:51:03.688+00"
"194","spindle-choreography","1b35f8d7-e362-4060-8376-e76a7c92b671","CALCULUS","true","2024-11-24 17:51:15.535+00"
"195","previous-commute","1b35f8d7-e362-4060-8376-e76a7c92b671","BUSING","true","2024-11-24 17:51:26.847+00"
"196","bloodsuckers","fee3c434-034b-4f1d-8da0-c3a686c74cec","GARLIC","true","2024-11-24 17:51:33.327+00"
"197","bould-idea","661c4350-08eb-4b82-be93-57bd32e2494d","CLOSER","false","2024-11-24 17:51:36.241+00"
"198","staze","1b35f8d7-e362-4060-8376-e76a7c92b671","GALOP","true","2024-11-24 17:51:36.421+00"
"199","math","1b35f8d7-e362-4060-8376-e76a7c92b671","HORSE","true","2024-11-24 17:51:54.969+00"
"200","gone-yesterday","1b35f8d7-e362-4060-8376-e76a7c92b671","BACKFILLS","true","2024-11-24 17:52:00.744+00"
"201","maize-maze","fee3c434-034b-4f1d-8da0-c3a686c74cec","ASBESTOSPOSSIBLE","true","2024-11-24 17:52:03.269+00"
"202","incomplete-instrumentation","1b35f8d7-e362-4060-8376-e76a7c92b671","CAST","true","2024-11-24 17:52:12.74+00"
"203","gone-yesterday","fee3c434-034b-4f1d-8da0-c3a686c74cec","BACKFILLS","true","2024-11-24 17:52:45.918+00"
"204","carberry","aba86fa3-8ba8-4d90-991e-e9e9df4ab828","HECTOR","true","2024-11-24 17:52:49.482+00"
"205","objections","2c7ad469-1988-42b0-8c2d-88abad1ff196","ART","false","2024-11-24 17:53:01.44+00"
"206","previous-commute","fee3c434-034b-4f1d-8da0-c3a686c74cec","BUSING","true","2024-11-24 17:53:38.575+00"
"207","incomplete-instrumentation","fee3c434-034b-4f1d-8da0-c3a686c74cec","CAST","true","2024-11-24 17:53:46.158+00"
"208","carberry-2","fee3c434-034b-4f1d-8da0-c3a686c74cec","HELENOFTROY","true","2024-11-24 17:53:55.719+00"
"209","staze","fee3c434-034b-4f1d-8da0-c3a686c74cec","GALOP","true","2024-11-24 17:54:13.378+00"
"210","carberry","582393c6-a263-4da2-ba03-91905e02c8d6","HECTOR","true","2024-11-24 17:54:18.562+00"
"211","carberry","582393c6-a263-4da2-ba03-91905e02c8d6","HEKTOR","false","2024-11-24 17:54:19.929+00"
"212","bould-idea","0495847e-de9c-4c6f-85c2-368cffee3e05","CLAWED","false","2024-11-24 17:54:24.028+00"
"213","bould-idea","661c4350-08eb-4b82-be93-57bd32e2494d","CLOVER","true","2024-11-24 17:54:37.604+00"
"214","objections","2c7ad469-1988-42b0-8c2d-88abad1ff196","BRT","false","2024-11-24 17:54:44.86+00"
"215","carberry","b95bfe97-7915-4fbf-bd91-e94bf1fe56a5","HECTOR","true","2024-11-24 17:55:40.328+00"
"216","public-eye-exam","fee3c434-034b-4f1d-8da0-c3a686c74cec","PEEKPERFORMANCE","true","2024-11-24 17:55:40.78+00"
"217","bould-idea","0495847e-de9c-4c6f-85c2-368cffee3e05","CLOWED","false","2024-11-24 17:55:45.161+00"
"218","gate-lock","fee3c434-034b-4f1d-8da0-c3a686c74cec","ESCKEY","true","2024-11-24 17:55:46.045+00"
"219","bould-idea","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","CLOVER","true","2024-11-24 17:55:50.375+00"
"220","bould-idea","0495847e-de9c-4c6f-85c2-368cffee3e05","COWLED","false","2024-11-24 17:55:52.636+00"
"221","gate-lock","a29306bd-fd6a-49c7-bb90-45a15abc7117","ESCKEY","true","2024-11-24 17:56:24.097+00"
"222","objections","2c7ad469-1988-42b0-8c2d-88abad1ff196","BUT","true","2024-11-24 17:56:51.031+00"
"223","bould-idea","0495847e-de9c-4c6f-85c2-368cffee3e05","CLONED","false","2024-11-24 17:57:10.054+00"
"224","objections","0495847e-de9c-4c6f-85c2-368cffee3e05","BET","false","2024-11-24 17:57:39.582+00"
"225","objections","0495847e-de9c-4c6f-85c2-368cffee3e05","SET","false","2024-11-24 17:57:41.017+00"
"226","objections","0495847e-de9c-4c6f-85c2-368cffee3e05","LET","false","2024-11-24 17:57:42.717+00"
"227","carberry","03d5461c-59ed-4232-ad30-b03b55d9971b","HECTOR","true","2024-11-24 17:57:54.492+00"
"228","redacted","476d8e6a-3767-4ac0-ac45-b29c0088de75","PARAGRAPHICALLY","true","2024-11-24 17:58:00.108+00"
"229","objections","0495847e-de9c-4c6f-85c2-368cffee3e05","ART","false","2024-11-24 17:59:24.691+00"
"230","bould-idea","36902569-f40b-420b-a823-c7be4fea7550","SOUTHBLOOMINGVILLE","false","2024-11-24 17:59:28.994+00"
"231","redacted","582393c6-a263-4da2-ba03-91905e02c8d6","PARAGRAPHICKING","false","2024-11-24 17:59:40.717+00"
"232","math","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","HORSE","true","2024-11-24 18:00:32.942+00"
"233","who-am-i","661c4350-08eb-4b82-be93-57bd32e2494d","CENTRALEXECUTIVECOMMITTEEOFTHESOVIETUNION","true","2024-11-24 18:00:35.484+00"
"234","bould-idea","0495847e-de9c-4c6f-85c2-368cffee3e05","CLEWED","false","2024-11-24 18:00:51.369+00"
"235","triple-threat","03d5461c-59ed-4232-ad30-b03b55d9971b","SALTER","true","2024-11-24 18:00:55.988+00"
"236","who-am-i","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","CENTRALEXECUTIVECOMMITTEEOFTHESOVIETUNION","true","2024-11-24 18:01:37.362+00"
"237","bould-idea","0495847e-de9c-4c6f-85c2-368cffee3e05","CLOVED","false","2024-11-24 18:01:45.333+00"
"238","bould-idea","36902569-f40b-420b-a823-c7be4fea7550","OHIO","false","2024-11-24 18:02:14.602+00"
"239","prefix","2c7ad469-1988-42b0-8c2d-88abad1ff196","PLUM","true","2024-11-24 18:02:25.365+00"
"240","bould-idea","0495847e-de9c-4c6f-85c2-368cffee3e05","CALVED","false","2024-11-24 18:02:31.545+00"
"241","objections","0495847e-de9c-4c6f-85c2-368cffee3e05","BAT","false","2024-11-24 18:03:17.708+00"
"242","objections","0495847e-de9c-4c6f-85c2-368cffee3e05","BIT","false","2024-11-24 18:03:19.107+00"
"243","shiritori","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","COLON","false","2024-11-24 18:03:43.338+00"
"244","objections","476d8e6a-3767-4ac0-ac45-b29c0088de75","BUT","true","2024-11-24 18:03:51.759+00"
"245","spindle-choreography","476d8e6a-3767-4ac0-ac45-b29c0088de75","MOVEMENT","false","2024-11-24 18:05:30.128+00"
"246","spindle-choreography","476d8e6a-3767-4ac0-ac45-b29c0088de75","NOTATION","false","2024-11-24 18:05:34.757+00"
"247","triple-threat","aba86fa3-8ba8-4d90-991e-e9e9df4ab828","SALTER","true","2024-11-24 18:06:39.983+00"
"248","bould-idea","582393c6-a263-4da2-ba03-91905e02c8d6","CLOSED","false","2024-11-24 18:06:42.039+00"
"249","bould-idea","582393c6-a263-4da2-ba03-91905e02c8d6","CLOSER","false","2024-11-24 18:07:04.378+00"
"250","bould-idea","582393c6-a263-4da2-ba03-91905e02c8d6","CLOVER","true","2024-11-24 18:08:25.508+00"
"251","math","661c4350-08eb-4b82-be93-57bd32e2494d","HORSE","true","2024-11-24 18:08:43.662+00"
"252","triple-threat","36902569-f40b-420b-a823-c7be4fea7550","SECRETARIATNINTH","false","2024-11-24 18:10:15.652+00"
"253","who-am-i","582393c6-a263-4da2-ba03-91905e02c8d6","CENTRALEXECUTIVECOMMITTEEOFTHESOVIETUNION","true","2024-11-24 18:10:32.095+00"
"254","flag-code","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","WAVER","true","2024-11-24 18:10:34.558+00"
"255","bould-idea","03d5461c-59ed-4232-ad30-b03b55d9971b","CLOSED","false","2024-11-24 18:12:37.96+00"
"256","carberry","a9479f77-734b-4b1a-b318-bf886df3988a","HECTOR","true","2024-11-24 18:12:46.572+00"
"257","record-time","2c7ad469-1988-42b0-8c2d-88abad1ff196","GUINNESS","true","2024-11-24 18:12:49.015+00"
"258","triple-threat","46c79fd1-01ce-47bc-8755-c5aead402161","SALTER","true","2024-11-24 18:13:57.153+00"
"259","spindle-choreography","476d8e6a-3767-4ac0-ac45-b29c0088de75","MOONWALK","false","2024-11-24 18:14:05.489+00"
"260","flag-code","582393c6-a263-4da2-ba03-91905e02c8d6","WAVER","true","2024-11-24 18:15:40.116+00"
"261","math","582393c6-a263-4da2-ba03-91905e02c8d6","HORSE","true","2024-11-24 18:15:58.635+00"
"262","bould-idea","03d5461c-59ed-4232-ad30-b03b55d9971b","CLAWED","false","2024-11-24 18:16:18.12+00"
"263","triple-threat","a9479f77-734b-4b1a-b318-bf886df3988a","SARLER","false","2024-11-24 18:16:33.877+00"
"264","bould-idea","03d5461c-59ed-4232-ad30-b03b55d9971b","SLOWED","false","2024-11-24 18:16:36.413+00"
"265","triple-threat","a9479f77-734b-4b1a-b318-bf886df3988a","SALLER","false","2024-11-24 18:17:04.173+00"
"266","triple-threat","a9479f77-734b-4b1a-b318-bf886df3988a","SALTER","true","2024-11-24 18:17:21.405+00"
"267","carberry","f8fe0659-406c-4474-b85c-edad3bea5e42","HERCULES","false","2024-11-24 18:17:55.218+00"
"268","triple-threat","6aefc139-0a0e-432d-a03f-4f0daf5ec1d9","SALER","false","2024-11-24 18:18:02.43+00"
"269","triple-threat","6aefc139-0a0e-432d-a03f-4f0daf5ec1d9","SALTER","true","2024-11-24 18:18:35.983+00"
"270","triple-threat","5c859890-04ae-49e0-b6b8-350dff9d103c","SALTER","true","2024-11-24 18:19:32.097+00"
"271","triple-threat","f8fe0659-406c-4474-b85c-edad3bea5e42","BALTER","false","2024-11-24 18:19:35.861+00"
"272","prefix","476d8e6a-3767-4ac0-ac45-b29c0088de75","BUMBERSHOOT","false","2024-11-24 18:19:48.635+00"
"273","triple-threat","f8fe0659-406c-4474-b85c-edad3bea5e42","SALTER","true","2024-11-24 18:19:58.479+00"
"274","gone-yesterday","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","SACKVILLE","false","2024-11-24 18:20:13.823+00"
"275","gone-yesterday","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","BACKFIRED","false","2024-11-24 18:20:17.426+00"
"276","prefix","476d8e6a-3767-4ac0-ac45-b29c0088de75","PLUM","true","2024-11-24 18:20:21.673+00"
"277","gone-yesterday","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","BACKFIELD","false","2024-11-24 18:20:26.499+00"
"278","carberry","f8fe0659-406c-4474-b85c-edad3bea5e42","ZEUS","false","2024-11-24 18:20:26.736+00"
"279","carberry","f8fe0659-406c-4474-b85c-edad3bea5e42","EUROPA","false","2024-11-24 18:20:29.776+00"
"280","bould-idea","03d5461c-59ed-4232-ad30-b03b55d9971b","SLOWER","false","2024-11-24 18:20:31.58+00"
"281","bould-idea","03d5461c-59ed-4232-ad30-b03b55d9971b","FLOWER","false","2024-11-24 18:20:45.95+00"
"282","triple-threat","36902569-f40b-420b-a823-c7be4fea7550","SECRETARIATA","false","2024-11-24 18:20:54.45+00"
"283","incomplete-instrumentation","2c7ad469-1988-42b0-8c2d-88abad1ff196","CASTANETS","false","2024-11-24 18:21:16.034+00"
"284","incomplete-instrumentation","2c7ad469-1988-42b0-8c2d-88abad1ff196","CAST","true","2024-11-24 18:21:22.821+00"
"285","bould-idea","03d5461c-59ed-4232-ad30-b03b55d9971b","BLOWER","false","2024-11-24 18:22:47.162+00"
"286","bould-idea","03d5461c-59ed-4232-ad30-b03b55d9971b","GLOWER","false","2024-11-24 18:22:53.091+00"
"287","bould-idea","03d5461c-59ed-4232-ad30-b03b55d9971b","PLOWER","false","2024-11-24 18:23:02.432+00"
"288","previous-commute","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","BUSING","true","2024-11-24 18:25:03.303+00"
"289","carberry","46c79fd1-01ce-47bc-8755-c5aead402161","HECTOR","true","2024-11-24 18:25:31.629+00"
"290","triple-threat","36902569-f40b-420b-a823-c7be4fea7550","SALTER","true","2024-11-24 18:26:03.382+00"
"291","gone-yesterday","582393c6-a263-4da2-ba03-91905e02c8d6","BACKFILLS","true","2024-11-24 18:26:33.029+00"
"292","bould-idea","a9479f77-734b-4b1a-b318-bf886df3988a","DOOVER","false","2024-11-24 18:27:10.649+00"
"293","redacted","46c79fd1-01ce-47bc-8755-c5aead402161","PARAGRAPHICALLY","true","2024-11-24 18:27:11.749+00"
"294","gone-yesterday","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","JACKRILEY","false","2024-11-24 18:27:12.167+00"
"295","objections","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","LUT","false","2024-11-24 18:27:21.127+00"
"296","objections","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","LMT","false","2024-11-24 18:27:27.325+00"
"297","triple-threat","1af8c644-4dfa-4aae-9c4f-d03ec273f214","SALTER","true","2024-11-24 18:28:14.877+00"
"298","gone-yesterday","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","BACKBILLY","false","2024-11-24 18:28:38.012+00"
"299","gone-yesterday","529be3e4-3972-44fc-8f4d-c26b9dd7ded3","BACKFILLS","true","2024-11-24 18:29:18.142+00"
"300","record-time","476d8e6a-3767-4ac0-ac45-b29c0088de75","GUINNESS","true","2024-11-24 18:29:31.907+00"
"301","shiritori","582393c6-a263-4da2-ba03-91905e02c8d6","CENT","true","2024-11-24 18:30:20.717+00"
"302","bould-idea","36902569-f40b-420b-a823-c7be4fea7550","CLEVER","false","2024-11-24 18:32:19.875+00"
"303","prefix","87a1f7e0-fb4f-4f37-8bb4-f50cd296c3e9","PLUM","true","2024-11-24 18:33:44.742+00"
